5.28567 -0.840128
5.30311 -0.830539
5.32056 -0.820697
5.338 -0.810605
5.35544 -0.800267
5.37289 -0.789686
5.39033 -0.778864
5.40778 -0.767805
5.42522 -0.756512
5.44267 -0.744989
5.46011 -0.73324
5.47756 -0.721267
5.495 -0.709075
5.51244 -0.696667
5.52989 -0.684047
5.54733 -0.671219
5.56478 -0.658187
5.58222 -0.644954
5.59967 -0.631525
5.61711 -0.617904
5.63456 -0.604095
5.652 -0.590102
5.66944 -0.57593
5.68689 -0.561582
5.70433 -0.547063
5.72178 -0.532378
5.73922 -0.517531
5.75667 -0.502527
5.77411 -0.487369
5.79156 -0.472063
5.809 -0.456614
5.82644 -0.441025
5.84389 -0.425303
5.86133 -0.409451
5.87878 -0.393474
5.89622 -0.377378
5.91367 -0.361167
5.93111 -0.344846
5.94856 -0.328419
5.966 -0.311894
5.98344 -0.295273
6.00089 -0.278562
6.01833 -0.261766
6.03578 -0.244891
6.05322 -0.227942
6.07067 -0.210923
6.08811 -0.193839
6.10556 -0.176697
6.123 -0.159501
6.14044 -0.142257
6.15789 -0.124969
6.17533 -0.107643
6.19278 -0.0902844
6.21022 -0.0728984
6.22767 -0.0554901
6.24511 -0.038065
6.26256 -0.0206283
